raw_motor_0,raw_motor_1,raw_motor_2,raw_motor_3,motor_0,motor_1,motor_2,motor_3,x_expected,y_expected,z_expected,x_img,y_img,x_screen,y_screen
-0.43633232,1.1848733,-1.3364437,0.32610318,55.0,58.0,127.0,69.0,0.17644732,-0.082278736,0.08,465.5,171.25,0.4546874999999999,0.2864583333333335
-0.43633235,1.1848735,-1.3364438,0.3261032,55.0,58.0,127.0,69.0,0.1764473,-0.082278736,0.08,465.75,171.5,0.4554687500000001,0.28541666666666665
-0.43633235,1.1848735,-1.3364438,0.3261032,55.0,58.0,127.0,69.0,0.1764473,-0.082278736,0.08,465.75,171.5,0.4554687500000001,0.28541666666666665
-0.43633235,1.4343998,-1.6386306,0.37876368,55.0,73.0,144.0,72.0,0.15360884,-0.07162899,0.08,449.5,208.25,0.4046875000000001,0.1322916666666667
-0.43633232,1.7374932,-1.9379582,0.37499797,55.0,90.0,162.0,72.0,0.12633248,-0.058909804,0.08,427.25,253.75,0.33515625000000004,-0.05729166666666674
-0.43633232,1.654161,-1.863183,0.3835549,55.0,85.0,157.0,72.0,0.1336283,-0.0623119,0.08,432.75,241.0,0.35234374999999996,-0.004166666666666652
-0.43633235,1.4034688,-1.6038476,0.3749117,55.0,71.0,142.0,72.0,0.15646675,-0.07296165,0.08,449.75,204.75,0.40546875000000004,0.1468750000000001
-0.43633235,1.4034688,-1.6038476,0.3749117,55.0,71.0,142.0,72.0,0.15646675,-0.07296165,0.08,449.75,204.75,0.40546875000000004,0.1468750000000001
-0.43633232,1.654161,-1.863183,0.3835549,55.0,85.0,157.0,72.0,0.1336283,-0.0623119,0.08,434.25,240.0,0.3570312499999999,0.0
-0.43633235,1.9192445,-2.0817986,0.33708704,55.0,100.0,170.0,70.0,0.111194566,-0.05185088,0.08,417.75,274.0,0.30546874999999996,-0.1416666666666666
-0.43633235,1.9192445,-2.0817986,0.33708704,55.0,100.0,170.0,70.0,0.111194566,-0.05185088,0.08,417.75,274.25,0.30546874999999996,-0.14270833333333344
-0.21816616,1.9192445,-2.0817986,0.33708704,68.0,100.0,170.0,70.0,0.1197814,-0.026554897,0.08,386.5,264.5,0.20781249999999996,-0.1020833333333333
-0.21816616,1.9192445,-2.0817986,0.33708704,68.0,100.0,170.0,70.0,0.1197814,-0.026554897,0.08,386.5,264.5,0.20781249999999996,-0.1020833333333333
-0.21816617,1.6541611,-1.863183,0.3835549,68.0,85.0,157.0,72.0,0.14394753,-0.0319124,0.08,393.75,229.0,0.23046875,0.04583333333333339
-0.21816617,1.4034688,-1.6038476,0.3749117,68.0,71.0,142.0,72.0,0.16854966,-0.03736656,0.08,400.75,189.75,0.2523437500000001,0.2093750000000001
-0.21816617,1.4034688,-1.6038476,0.3749117,68.0,71.0,142.0,72.0,0.16854966,-0.03736656,0.08,400.75,189.75,0.2523437500000001,0.2093750000000001
-0.21816617,1.6541611,-1.863183,0.3835549,68.0,85.0,157.0,72.0,0.14394753,-0.0319124,0.08,394.25,228.0,0.2320312499999999,0.050000000000000044
-0.21816616,1.7374932,-1.9379582,0.37499797,68.0,90.0,162.0,72.0,0.13608831,-0.030170053,0.08,391.5,242.25,0.22343749999999996,-0.009374999999999911
-0.21816616,1.4343997,-1.6386305,0.37876365,68.0,73.0,144.0,72.0,0.16547106,-0.03668405,0.08,400.25,195.0,0.25078124999999996,0.1875
-0.21816617,1.1848735,-1.3364438,0.3261032,68.0,58.0,127.0,69.0,0.19007318,-0.04213821,0.08,407.5,154.25,0.2734375,0.3572916666666668
-0.21816617,1.1848735,-1.3364438,0.3261032,68.0,58.0,127.0,69.0,0.19007318,-0.04213821,0.08,407.5,154.0,0.2734375,0.3583333333333334
-0.21816616,1.1848733,-1.3364435,0.32610315,68.0,58.0,127.0,69.0,0.19007319,-0.04213821,0.08,407.5,154.0,0.2734375,0.3583333333333334
-0.21816616,1.1848733,-1.3364435,0.32610315,68.0,58.0,127.0,69.0,0.19007319,-0.04213821,0.08,407.5,154.0,0.2734375,0.3583333333333334
-0.21816616,1.4343997,-1.6386305,0.37876365,68.0,73.0,144.0,72.0,0.16547106,-0.03668405,0.08,401.0,193.5,0.25312500000000004,0.1937500000000001
-0.21816616,1.737493,-1.9379581,0.374998,68.0,90.0,162.0,72.0,0.13608833,-0.030170055,0.08,391.5,242.25,0.22343749999999996,-0.009374999999999911
-0.21816616,1.737493,-1.9379581,0.374998,68.0,90.0,162.0,72.0,0.13608833,-0.030170055,0.08,391.5,242.25,0.22343749999999996,-0.009374999999999911
-0.21816616,1.4343997,-1.6386305,0.37876365,68.0,73.0,144.0,72.0,0.16547106,-0.03668405,0.08,400.0,194.5,0.25,0.18958333333333321
