motor_0,motor_1,motor_2,motor_3,x_img,y_img,x_screen,y_screen
-1.5707963267948966,0.10022399463059783,-0.6668498766827056,0.5666258818533693,420,422,0.3125,-0.7583333333333333
-1.5502451967869282,-0.3084384429356834,-0.22651106549757014,0.5349495084118518,447,420,0.3968750000000001,-0.75
-1.5311577207469493,-0.4585568259779253,-0.0351383379213221,0.4936951638794946,458,417,0.4312499999999999,-0.7375
-1.5539961603296237,-0.2815410248441947,-0.25923586527126885,0.5407768901262352,445,420,0.390625,-0.75
-1.5047389313561466,-0.7264912671716346,0.33841743039164096,0.3880738348530057,476,412,0.48750000000000004,-0.7166666666666666
-1.4752296941130025,-1.2904896971773194,1.2123680305067523,0.0780994222841616,501,405,0.565625,-0.6875
-1.4658878845104968,-1.4937985759942045,1.5382596051794717,-0.04463498028687614,503,403,0.5718749999999999,-0.6791666666666667
-1.4752261474111699,-1.487238568082711,1.5342390761868312,-0.046990371146675015,504,405,0.575,-0.6875
-1.4799618107013341,-1.430728521491171,1.4448583455063564,-0.014047165451100104,504,406,0.575,-0.6916666666666667
-1.4570176528321004,-1.5170514746018697,1.5698669122883677,-0.05319928911229355,503,401,0.5718749999999999,-0.6708333333333334
-1.4570176527606753,-1.517617939320726,1.5707895067422621,-0.05355571261462541,503,401,0.5718749999999999,-0.6708333333333334
-1.479961352354165,-1.5074289404358538,1.5707963267948966,-0.06334707132813526,504,406,0.575,-0.6916666666666667
-1.475226109602888,-1.5093112636809836,1.570446379620814,-0.061124218968499275,504,405,0.575,-0.6875
-1.4658878552756291,-1.5136430071647942,1.5706944430852956,-0.057229870303627584,504,403,0.575,-0.6791666666666667
-1.4752261095973251,-1.5095299705529612,1.5707963267948966,-0.061264266499611544,504,405,0.575,-0.6875
-1.5046978068819516,-1.5038355727027328,1.5707963267948966,-0.07958700868868072,505,410,0.578125,-0.7083333333333333
-1.5539658384779942,-1.5707963267948966,1.5707963267948966,-0.6156470882374463,499,411,0.559375,-0.7124999999999999
-1.5311092523921064,-1.5707963267948966,1.5707963267948966,-0.38740583233105697,501,409,0.565625,-0.7041666666666666
-1.5502144185804625,-1.5707963267948966,1.5707963267948966,-0.5987142395794812,499,411,0.559375,-0.7124999999999999
-1.4935228947688315,-1.5455001853808392,1.5707963267948966,-0.09817813238394979,502,405,0.5687500000000001,-0.6875
-1.4820931440948804,-1.5075859093965782,1.5707963267948966,-0.06500566126701812,504,406,0.575,-0.6916666666666667
-1.4935227226397354,-1.501908282925603,1.5707963267948966,-0.0698081299149371,505,408,0.578125,-0.7
-1.499370160254874,-1.4997185500208619,1.5707963267948966,-0.07279990911727888,505,410,0.578125,-0.7083333333333333
-1.471360704557972,-1.5109298469991446,1.5702517371127285,-0.05938624893103238,504,404,0.575,-0.6833333333333333
-1.4624396447403512,-1.515206862155659,1.5707516857336854,-0.055799990414978594,503,402,0.5718749999999999,-0.675
-1.4713607045419776,-1.5112645090637207,1.5707963267948966,-0.05959976978806037,504,404,0.575,-0.6833333333333333
-1.4993701611735801,-1.5013797542247502,1.5707963267948966,-0.07388693942538477,505,409,0.578125,-0.7041666666666666
-1.4935227226178518,-1.5018209127577506,1.5707963267948966,-0.06975124767215872,505,408,0.578125,-0.7
-1.4820931440331444,-1.504943999546385,1.568381765177277,-0.06330316322806681,504,406,0.575,-0.6916666666666667
-1.4935230636941261,-1.4368416026376682,1.4645879781207143,-0.027461560932347272,505,408,0.578125,-0.7
-1.53055694055703,-0.4637275694997328,-0.028296521384223044,0.492024096182712,458,417,0.4312499999999999,-0.7375
-1.5707963267948966,-0.019418506610691534,-0.5508752359007163,0.5702937425207881,427,422,0.3343750000000001,-0.7583333333333333
-1.5648649084375084,-0.2072800440330051,-0.34696361832306055,0.5542436623445194,440,422,0.375,-0.7583333333333333
-1.5707963267948966,-0.049032357411757724,-0.5204911192005236,0.5695234765502203,429,422,0.34062499999999996,-0.7583333333333333
-1.5707963267948966,-0.1370108357335761,-0.4263164908488482,0.5633273265542132,435,422,0.359375,-0.7583333333333333
-1.5241191090713664,-0.5211947140169543,0.04879561670824392,0.4723990972241033,462,416,0.4437500000000001,-0.7333333333333334
-1.5087670957300772,-0.678627884363123,0.26907608816706813,0.40955179580159723,473,413,0.4781249999999999,-0.7208333333333334
-1.5241191090538504,-0.5211949272311506,0.04879589746730569,0.4723990298188709,462,416,0.4437500000000001,-0.7333333333333334
-1.5707963267948966,-0.13701085841719018,-0.42631647048424676,0.5633273289215828,435,422,0.359375,-0.7583333333333333
-1.5645670567082022,-0.20924977563305627,-0.34468737626382384,0.5539371518924424,440,422,0.375,-0.7583333333333333
-1.5432831462304406,-0.360397441565592,-0.16191351513669586,0.5223109566924443,451,419,0.40937500000000004,-0.7458333333333333
-1.564567056706646,-0.20924978342652728,-0.34468736859166554,0.5539371520280003,440,422,0.375,-0.7583333333333333
-1.16989491778366,-0.03891538547384459,-0.530946117343075,0.5698615028616688,420,380,0.3125,-0.5833333333333333
-1.1484309221219797,-0.1993072887035788,-0.3561483860924221,0.5554556747857748,429,373,0.34062499999999996,-0.5541666666666667
-1.1698949177818163,-0.038915384819725826,-0.5309461178579831,0.5698615027208541,420,380,0.3125,-0.5833333333333333
-1.181400953107502,0.04046131687724659,-0.6102761977362281,0.5698148809273842,415,383,0.296875,-0.5958333333333334
-1.1294320615081122,-0.3622140077784086,-0.15962281128331,0.5218368190372181,438,366,0.3687499999999999,-0.5249999999999999
-1.114430965608959,-0.5140813930930231,0.03915087238657183,0.47493052067063113,447,359,0.3968750000000001,-0.49583333333333335
-1.1294320615085833,-0.3622140391230188,-0.15962277484695414,0.5218368139819515,438,366,0.3687499999999999,-0.5249999999999999
-1.1814009531091447,0.040461218276440905,-0.6102761278396179,0.5698149098878562,415,383,0.296875,-0.5958333333333334
-1.1964322513646055,0.13954238277037817,-0.7026056446728314,0.5630632623464605,411,386,0.28437500000000004,-0.6083333333333334
-1.1701980678806558,-0.03677548613150772,-0.5331475519086952,0.5699230379870643,419,380,0.30937499999999996,-0.5833333333333333
-1.2017288734055924,0.17352238276512114,-0.7325818265783177,0.5590594454143544,409,387,0.27812499999999996,-0.6125
-1.1357803351256137,-0.3048716368399849,-0.23087906457913915,0.5357507013941786,435,368,0.359375,-0.5333333333333334
-1.0997495564655488,-0.6974946354053174,0.2962869585883475,0.40120767573890836,457,352,0.4281250000000001,-0.46666666666666656
-1.088827662045224,-0.8761002353377297,0.5612248514295772,0.31487536625177426,466,345,0.45625000000000004,-0.4375
-1.0997495560242376,-0.6975001517469273,0.2962949198213941,0.4012052329495947,457,352,0.4281250000000001,-0.46666666666666656
-1.1053764220535325,-0.6216588791264852,0.18792196344121287,0.4337369157852489,453,355,0.4156249999999999,-0.47916666666666674
-1.0786630417283438,-1.116036446039027,0.9337977852511253,0.18223642799618472,475,338,0.484375,-0.40833333333333344
-1.0702848984992535,-1.4026263441418216,1.3930980884033637,0.009468240808790667,481,334,0.503125,-0.3916666666666666
-1.078659507066896,-1.1862121595291077,1.0467497026060144,0.13948453638103772,479,337,0.49687499999999996,-0.40416666666666656
-1.1053764216625221,-0.6216638303458857,0.18792886692697627,0.43373496582240617,453,355,0.4156249999999999,-0.47916666666666674
-1.0997495562995019,-0.6974967037620294,0.29628994365621275,0.40120675981595616,457,352,0.4281250000000001,-0.46666666666666656
-1.0888276620443924,-0.8761002358028853,0.5612248521416338,0.31487536600502175,466,345,0.45625000000000004,-0.4375
-1.0997495560236448,-0.6975001517469372,0.296294919821408,0.4012052329495912,457,352,0.4281250000000001,-0.46666666666666656
-1.1357803351247893,-0.3048716759293662,-0.23087902165657825,0.5357506976158276,435,368,0.359375,-0.5333333333333334
-1.201728873386187,0.17352174117917366,-0.7325814384466143,0.5590597005462187,409,387,0.27812499999999996,-0.6125
-1.2242272970698336,0.31439430935095053,-0.8479879651909846,0.5335936679165514,403,392,0.2593749999999999,-0.6333333333333333
-1.15540932804383,-0.14499684848870967,-0.4174811426752092,0.5624779911187386,425,375,0.328125,-0.5625
-1.1363745181419542,-0.29967114643662396,-0.23723220033815895,0.5369033467664398,434,369,0.35624999999999996,-0.5375000000000001
-1.1591861763299918,-0.116549229741641,-0.4487376824119361,0.5652869121747031,424,376,0.32499999999999996,-0.5666666666666667
-1.1105265541299572,-0.5586227983061067,0.10000302386313417,0.45861977429490564,450,358,0.40625,-0.4916666666666667
-1.0823137403758534,-1.0169993644015858,0.7781224074440983,0.23887652377408183,472,341,0.4750000000000001,-0.4208333333333334
-1.073514604078026,-1.2934161729696494,1.2172803485875205,0.0761176319823003,479,335,0.49687499999999996,-0.39583333333333326
-1.082313265146794,-1.024453681257559,0.789893482544801,0.2345622385003199,473,340,0.4781249999999999,-0.41666666666666674
-1.086801586072159,-0.9164166434261115,0.6226652323314962,0.2937514545481655,468,344,0.4624999999999999,-0.43333333333333335
-1.0652280361097628,-1.4808442816006677,1.5168035239626705,-0.03613896015441541,481,332,0.503125,-0.3833333333333333
-1.065227957590029,-1.5109230465950279,1.5659569297098428,-0.055220348234244494,481,332,0.503125,-0.3833333333333333
-1.0867773375827854,-1.4219526784538605,1.4385539499213447,-0.016352068067193234,483,336,0.5093749999999999,-0.3999999999999999
-1.0823110071381699,-1.0608329807546888,0.847590249982411,0.21325739653315265,476,339,0.48750000000000004,-0.4125000000000001
-1.0735145105153796,-1.29638877433548,1.22212128997078,0.07424999353460977,479,335,0.49687499999999996,-0.39583333333333326
-1.0823132523527343,-1.0246552743049335,0.7902120693499719,0.2344453121331533,473,340,0.4781249999999999,-0.41666666666666674
-1.110526554046431,-0.5586238944103927,0.10000450080684493,0.45861939408329594,450,358,0.40625,-0.4916666666666667
-1.159186176329417,-0.11654924508367348,-0.4487376690066522,0.5652869141453492,424,376,0.32499999999999996,-0.5666666666666667
-1.1363745181407274,-0.29967114541131296,-0.23723220145784374,0.5369033468593525,434,369,0.35624999999999996,-0.5375000000000001
-1.155409328040811,-0.14499687672575037,-0.4174811170577247,0.5624779937976001,425,375,0.328125,-0.5625
-1.2242272968642511,0.3143859460883286,-0.8479835470555852,0.5335976331684968,403,392,0.2593749999999999,-0.6333333333333333
-1.2017288734400102,0.17352350919810314,-0.7325825080211231,0.5590589974787805,409,387,0.27812499999999996,-0.6125
-1.1357803351279199,-0.30487163683994567,-0.23087906457918173,0.5357507013941817,435,368,0.359375,-0.5333333333333334
-1.0997495564641788,-0.6974946354053156,0.2962869585883444,0.40120767573890953,457,352,0.4281250000000001,-0.46666666666666656
-1.0888276620431911,-0.8761002353377318,0.5612248514295782,0.3148753662517758,466,345,0.45625000000000004,-0.4375
-1.0997495560271016,-0.6975001517469238,0.29629491982138983,0.4012052329495959,457,352,0.4281250000000001,-0.46666666666666656
-1.1053764220566773,-0.621658879126486,0.1879219634412141,0.4337369157852489,453,355,0.4156249999999999,-0.47916666666666674
-1.0786630417278698,-1.1160364460390269,0.933797785251124,0.1822364279961905,475,338,0.484375,-0.40833333333333344
-1.0702848984988946,-1.4026263441417997,1.3930980884034039,0.00946824080881877,481,334,0.503125,-0.3916666666666666
-1.0786595070688256,-1.1862121595290849,1.046749702606092,0.13948453638114813,479,337,0.49687499999999996,-0.40416666666666656
-1.105376421662481,-0.6216638303458875,0.1879288669269779,0.43373496582240595,453,355,0.4156249999999999,-0.47916666666666674
-1.0997495562992836,-0.6974967037620322,0.2962899436562157,0.40120675981595605,457,352,0.4281250000000001,-0.46666666666666656
-1.088827662044714,-0.8761002358028853,0.5612248521416354,0.3148753660050201,466,345,0.45625000000000004,-0.4375
-1.099749556025723,-0.6975001517469375,0.29629491982140876,0.4012052329495912,457,352,0.4281250000000001,-0.46666666666666656
-1.1357803351238513,-0.3048716759293681,-0.2308790216565757,0.5357506976158269,435,368,0.359375,-0.5333333333333334
-1.201728873389969,0.17352174117917712,-0.7325814384466205,0.5590597005462217,409,387,0.27812499999999996,-0.6125
-1.1701980678794288,-0.03677548158346735,-0.5331475554785382,0.5699230369976885,419,380,0.30937499999999996,-0.5833333333333333
-1.196432251356322,0.13954226277499565,-0.7026055692808406,0.5630633072660485,411,386,0.28437500000000004,-0.6083333333333334
-1.181400953112035,0.04046137869213516,-0.6102762415558596,0.5698148627714618,415,383,0.296875,-0.5958333333333334
-1.1294320615103859,-0.36221400777840446,-0.1596228112833156,0.5218368190372188,438,366,0.3687499999999999,-0.5249999999999999
-1.1144309656106806,-0.5140813930930219,0.039150872386570154,0.4749305206706313,447,359,0.3968750000000001,-0.49583333333333335
-1.1294320615057174,-0.36221403912302147,-0.1596227748469501,0.5218368139819503,438,366,0.3687499999999999,-0.5249999999999999
-1.1814009531022962,0.040461218276435555,-0.6102761278396105,0.5698149098878543,415,383,0.296875,-0.5958333333333334
-1.1698949177835052,-0.038915358083741886,-0.5309461389039996,0.5698614969653168,420,380,0.3125,-0.5833333333333333
-1.148430922123019,-0.19930728870357717,-0.35614838609242416,0.5554556747857751,429,373,0.34062499999999996,-0.5541666666666667
-1.1698949177761424,-0.03891538481972907,-0.5309461178579776,0.5698615027208518,420,380,0.3125,-0.5833333333333333
-0.7304901129085865,0.11650829262975111,-0.681798854881949,0.5652905626964446,385,348,0.203125,-0.44999999999999996
-0.7136149785694227,-0.06016308525165866,-0.5088988611482367,0.5690619463608173,391,339,0.22187500000000004,-0.4125000000000001
-0.7304901129093611,0.11650826627654706,-0.6817988378755883,0.5652905721128622,385,348,0.203125,-0.44999999999999996
-0.7396748190470264,0.20733298135335906,-0.7615685783870612,0.5542355983631704,382,352,0.1937500000000001,-0.46666666666666656
-0.6989488305474324,-0.2317794287092985,-0.31845358405624596,0.5502330127404934,397,329,0.2406250000000001,-0.37083333333333335
-0.6875412729999627,-0.38559991664399246,-0.12994232178047263,0.5155422384130026,403,319,0.2593749999999999,-0.3291666666666666
-0.6989488305480797,-0.23177944866290728,-0.3184535638711779,0.550233012543505,397,329,0.2406250000000001,-0.37083333333333335
-0.739674819003727,0.20733141245800862,-0.7615676625390095,0.5542362554599043,382,352,0.1937500000000001,-0.46666666666666656
-0.7518247695456052,0.3244939141197555,-0.8557316013988903,0.5312376993106872,379,358,0.18437499999999996,-0.4916666666666667
-0.7307308245517162,0.11892539519919743,-0.6840006966174611,0.5650753006368562,385,348,0.203125,-0.44999999999999996
-0.7561477529169083,0.36576604051397116,-0.8866739226059629,0.5209079259132137,378,359,0.1812499999999999,-0.49583333333333335
-0.70382178542085,-0.17218499274252674,-0.3870479470299638,0.5592329397286574,395,332,0.234375,-0.3833333333333333
-0.6765190477157145,-0.5634901573398708,0.10671804633170148,0.45677211086451336,410,308,0.28125,-0.28333333333333344
-0.6684079470843073,-0.7267575669261735,0.33880605116493,0.3879515148189545,416,299,0.30000000000000004,-0.24583333333333335
-0.6765190476807154,-0.5634905927501712,0.10671863469132559,0.4567719581603798,410,308,0.28125,-0.28333333333333344
-0.6807271423547703,-0.49104038693307067,0.008106702481125607,0.482933684467971,407,313,0.2718750000000001,-0.3041666666666667
-0.6609251481179995,-0.9256604237475954,0.6368206408933685,0.28883970313572377,422,289,0.3187500000000001,-0.2041666666666666
-0.6548010714296588,-1.1701278763366725,1.0197608031607495,0.15036342986603443,428,280,0.3374999999999999,-0.16666666666666674
-0.6609250874428643,-0.9265127921590773,0.6381413681085192,0.28837161790649596,422,289,0.3187500000000001,-0.2041666666666666
-0.6807271423402307,-0.49104058568162623,0.00810695896847438,0.4829336268745715,407,313,0.2718750000000001,-0.3041666666666667
-0.6765190476993945,-0.5634903518368694,0.10671830915086102,0.45677204265187865,410,308,0.28125,-0.28333333333333344
-0.6684079470821034,-0.7267575669286398,0.33880605116853074,0.38795151481782064,416,299,0.30000000000000004,-0.24583333333333335
-0.676519047683524,-0.5634905927501679,0.10671863469132245,0.4567719581603799,410,308,0.28125,-0.28333333333333344
-0.7038217854196637,-0.17218503141648125,-0.38704791068674704,0.5592329421362966,395,332,0.234375,-0.3833333333333333
-0.7561477525491723,0.365750473418174,-0.8866660302472285,0.520915636411011,378,359,0.1812499999999999,-0.49583333333333335
-0.7747599258217079,0.5439870675563976,-1.0081213857592304,0.46413469089622617,374,366,0.16874999999999996,-0.5249999999999999
-0.7190651304996264,-0.001273957773155866,-0.5691624852459279,0.570436442665769,389,342,0.21562499999999996,-0.42500000000000004
-0.7042792587841846,-0.1667378575391936,-0.3931888452557936,0.559926702782245,395,333,0.234375,-0.38749999999999996
-0.722029374129567,0.029939445057073685,-0.6000358180001171,0.5700963730821835,388,344,0.2124999999999999,-0.43333333333333335
-0.6845964320998956,-0.4296200021706581,-0.07313265762822924,0.5027526597578279,405,317,0.265625,-0.3208333333333333
-0.6636055374572865,-0.8464792459303987,0.516440130779075,0.33003909801997033,420,293,0.3125,-0.22083333333333344
-0.6571578946529629,-1.0621164662353686,0.8487724986757064,0.21334332533743686,426,284,0.33125000000000004,-0.18333333333333335
-0.663605526962345,-0.8466178231801621,0.5166505844423493,0.3299672659833882,420,293,0.3125,-0.22083333333333344
-0.6669114894814471,-0.761667278501928,0.39001086651787764,0.3716564133568538,417,297,0.3031250000000001,-0.23750000000000004
-0.6511239567789604,-1.3517467853723628,1.3108426250440066,0.04086067495123319,430,276,0.34375,-0.1499999999999999
-0.6511226599311767,-1.4226746177824385,1.4268175486292762,-0.004178031403638395,431,275,0.34687500000000004,-0.14583333333333326
-0.6669114390594794,-0.7623073501562374,0.3909575481255949,0.37135002152590035,417,297,0.3031250000000001,-0.23750000000000004
-0.6636055346828653,-0.8465159183486409,0.5164958232250271,0.3300200897362571,420,293,0.3125,-0.22083333333333344
-0.6571578946430018,-1.0621166546814451,0.8487727982328954,0.21334321428888514,426,284,0.33125000000000004,-0.18333333333333335
-0.6636055269637213,-0.8466178233057985,0.5166505846331555,0.32996726591825914,420,293,0.3125,-0.22083333333333344
-0.6845964320921542,-0.4296201287008689,-0.07313250167006269,0.5027526304459121,405,317,0.265625,-0.3208333333333333
-0.7220293741292169,0.029939376314212514,-0.6000357686030638,0.5700963926057576,388,344,0.2124999999999999,-0.43333333333333335
-0.7042792587824988,-0.1667378563222233,-0.3931888463914613,0.5599267026984943,395,333,0.234375,-0.38749999999999996
-0.7190651304957525,-0.0012741263822850309,-0.569162359026786,0.570436485483282,389,342,0.21562499999999996,-0.42500000000000004
-0.7747599210529875,0.5437316701631179,-1.0080058055082453,0.4642749846547268,374,366,0.16874999999999996,-0.5249999999999999
-0.7561477538454099,0.36580521996041465,-0.8866937861837024,0.5208885200451904,378,359,0.1812499999999999,-0.49583333333333335
-0.7038217854235722,-0.1721849927406486,-0.3870479470317301,0.5592329397285416,395,332,0.234375,-0.3833333333333333
-0.6765190477145252,-0.5634901573398695,0.10671804633170001,0.4567721108645136,410,308,0.28125,-0.28333333333333344
-0.6684079470824389,-0.726757566926175,0.338806051164931,0.38795151481895523,416,299,0.30000000000000004,-0.24583333333333335
-0.6765190476827333,-0.5634905927501688,0.10671863469132355,0.4567719581603796,410,308,0.28125,-0.28333333333333344
-0.6807271423574915,-0.49104038693306884,0.008106702481122672,0.4829336844679718,407,313,0.2718750000000001,-0.3041666666666667
-0.6609251481172781,-0.9256604237475978,0.6368206408933715,0.2888397031357236,422,289,0.3187500000000001,-0.2041666666666666
-0.6548010714308193,-1.1701278763366814,1.0197608031607386,0.15036342986603202,428,280,0.3374999999999999,-0.16666666666666674
-0.6609250874439514,-0.9265127921590757,0.6381413681085172,0.2883716179064975,422,289,0.3187500000000001,-0.2041666666666666
-0.6807271423399649,-0.4910405856816271,0.008106958968476652,0.4829336268745702,407,313,0.2718750000000001,-0.3041666666666667
-0.6765190476991682,-0.563490351836871,0.10671830915086432,0.4567720426518772,410,308,0.28125,-0.28333333333333344
-0.66840794708448,-0.7267575669286376,0.3388060511685283,0.3879515148178214,416,299,0.30000000000000004,-0.24583333333333335
-0.6765190476819843,-0.5634905927501701,0.10671863469132584,0.45677195816037874,410,308,0.28125,-0.28333333333333344
-0.7038217854218904,-0.17218503141647923,-0.387047910686751,0.5592329421362984,395,332,0.234375,-0.3833333333333333
-0.7561477525526425,0.36575047341817835,-0.8866660302472309,0.5209156364110118,378,359,0.1812499999999999,-0.49583333333333335
-0.7307308245584689,0.11892546630081956,-0.684000742370614,0.5650752751006858,385,348,0.203125,-0.44999999999999996
-0.7518247694615161,0.3244906707831852,-0.8557299023758828,0.5312392513623062,379,358,0.18437499999999996,-0.4916666666666667
-0.7396748190823029,0.20733427025686052,-0.7615693307884525,0.5542350585343081,382,352,0.1937500000000001,-0.46666666666666656
-0.6989488305496491,-0.23177942870925566,-0.31845358405629004,0.5502330127404947,397,329,0.2406250000000001,-0.37083333333333335
-0.6875412730025632,-0.3855999166439909,-0.12994232178047468,0.5155422384130031,403,319,0.2593749999999999,-0.3291666666666666
-0.6989488305475605,-0.23177944866290903,-0.31845356387117585,0.5502330125435045,397,329,0.2406250000000001,-0.37083333333333335
-0.7396748189996063,0.207331412458007,-0.7615676625390067,0.5542362554599027,382,352,0.1937500000000001,-0.46666666666666656
-0.7304901129198471,0.11650857644203953,-0.6817990380328814,0.5652904612858047,385,348,0.203125,-0.44999999999999996
-0.713614978566361,-0.060163085251636286,-0.5088988611482521,0.5690619463608102,391,339,0.22187500000000004,-0.4125000000000001
-0.7304901129051435,0.11650826627654634,-0.6817988378755865,0.5652905721128608,385,348,0.203125,-0.44999999999999996
-0.2495197793036728,0.2157850373059285,-0.7686853732282976,0.5529003375206729,342,331,0.06875000000000009,-0.37916666666666665
-0.2429639368746038,0.024555808719531787,-0.5947636626498668,0.5702078537853917,344,321,0.07499999999999996,-0.3374999999999999
-0.24951977928143734,0.21578447445160315,-0.7686850474757965,0.5529005760694565,342,331,0.06875000000000009,-0.37916666666666665
-0.25312784473166416,0.3169533873883006,-0.8499563015798177,0.5330029235091348,341,336,0.06562500000000004,-0.3999999999999999
-0.23734035481907967,-0.15550418067377478,-0.40578434810584946,0.5612885287369415,346,309,0.08125000000000004,-0.2875000000000001
-0.233011947519162,-0.3129637589651386,-0.22095683002454497,0.5339205889809987,348,298,0.08749999999999991,-0.2416666666666667
-0.23734035481500612,-0.15550420791705757,-0.40578432304899037,0.561288530979427,346,309,0.08125000000000004,-0.2875000000000001
-0.2531278444639659,0.31694300298188227,-0.8499508274868692,0.5330078587575017,341,336,0.06562500000000004,-0.3999999999999999
-0.2579454842946931,0.4509676093984062,-0.9470958717758737,0.49612835166606506,339,342,0.059374999999999956,-0.42500000000000004
-0.2496139796272918,0.21845220667711496,-0.7709198037063553,0.5524675916837211,342,332,0.06875000000000009,-0.3833333333333333
-0.2596722847160144,0.4991920313392669,-0.979358883593669,0.48016716346934185,339,344,0.059374999999999956,-0.43333333333333335
-0.23920136044834608,-0.09353793446817395,-0.47357861563614323,0.5671165499963173,345,313,0.078125,-0.3041666666666667
-0.22886663762567902,-0.49082972736696634,0.007824277120513529,0.4830054501838958,350,285,0.09375,-0.1875
-0.22583876847831713,-0.6497769453159896,0.22778332518043043,0.42199361988841794,352,274,0.10000000000000009,-0.1416666666666666
-0.22886663761318293,-0.4908298654962415,0.007824455351899696,0.4830054101829118,350,285,0.09375,-0.1875
-0.2304450462525431,-0.41893929627653914,-0.08702756912611735,0.5059668654105216,349,290,0.09062499999999996,-0.20833333333333326
-0.22306213789445384,-0.8359917778067372,0.5006590017488387,0.3353327620416947,355,263,0.109375,-0.09583333333333344
-0.220801363737718,-1.0493874221415695,0.8287903216818374,0.22059658647725305,357,252,0.11562500000000009,-0.050000000000000044
-0.22306212949596013,-0.8361019836634752,0.5008258703623923,0.3352761346959039,355,263,0.109375,-0.09583333333333344
-0.23044504624391496,-0.4189393590837035,-0.0870274923815981,0.5059668515330414,349,290,0.09062499999999996,-0.20833333333333326
-0.22886663761822726,-0.4908297938239658,0.007824362871508827,0.48300543093855425,350,285,0.09375,-0.1875
-0.2258387684808281,-0.6497769453161811,0.22778332518070116,0.421993619888339,352,274,0.10000000000000009,-0.1416666666666666
-0.22886663761599493,-0.490829865496242,0.007824455351900121,0.4830054101829117,350,285,0.09375,-0.1875
-0.23920136044715604,-0.09353800758006993,-0.47357855369082386,0.5671165613303676,345,313,0.078125,-0.3041666666666667
-0.25967228256940506,0.4990839551626314,-0.9793087489310791,0.48022531873363844,339,344,0.059374999999999956,-0.43333333333333335
-0.26718524271095756,0.7148362373538558,-1.1084471431980125,0.3936133589317349,338,352,0.05624999999999991,-0.46666666666666656
-0.24507113833916708,0.08756584620275562,-0.6550920318563563,0.5675261836070721,343,324,0.07187499999999991,-0.3500000000000001
-0.23937646864405407,-0.0878453091558251,-0.47966250084101897,0.5675078099690433,345,313,0.078125,-0.3041666666666667
-0.2462212066655884,0.12124634617492752,-0.6861111040962707,0.5648647585716216,342,326,0.06875000000000009,-0.3583333333333334
-0.23190093860606575,-0.3573988164125534,-0.1656900922077496,0.5230889085920531,348,295,0.08749999999999991,-0.22916666666666674
