motor_control,world_x,world_y,world_z,world_p,world_q,world_r,x_img,y_img,x_screen,y_screen
"0:10.0,1:30.0,2:170.0,3:120.0,4:10.0,5:10.0",0.07478468581552422,-0.19080273862079233,0.18824132573345825,-0.8631554390704945,-0.1336879710082991,-1.457265614158754,492,418,0.5375000000000001,-0.7416666666666667
"0:10.0,1:30.0,2:170.0,3:150.0,4:10.0,5:10.0",0.07165912308139077,-0.17314265475247054,0.18778557032304755,-1.3916627341951273,-0.17242329142936993,-1.5397393134786128,476,421,0.48750000000000004,-0.7541666666666667
"0:10.0,1:60.0,2:30.0,3:150.0,4:10.0,5:10.0",0.05379127072542537,-0.07218554782658346,0.014127215431487233,0.5186226326899329,0.08750446663203686,-1.4188530283739649,370,393,0.15625,-0.6375
"0:10.0,1:60.0,2:30.0,3:170.0,4:10.0,5:10.0",0.053555261751158885,-0.0708520477071703,0.026081531552940934,0.17375780913089997,0.030588399558420243,-1.3982900909859062,370,396,0.15625,-0.6499999999999999
"0:10.0,1:60.0,2:60.0,3:120.0,4:10.0,5:10.0",0.06468981954564802,-0.13376463056463295,0.03081777145791574,0.5184554926235682,0.08747897020954991,-1.4188384236516667,415,389,0.296875,-0.6208333333333333
"0:10.0,1:60.0,2:60.0,3:150.0,4:10.0,5:10.0",0.06406768454953586,-0.13024943757594512,0.04839934658456961,0.0015122624157313616,0.0002676470378975601,-1.3956258941080881,415,393,0.296875,-0.6375
"0:10.0,1:60.0,2:60.0,3:170.0,4:10.0,5:10.0",0.06282136062653469,-0.123207446459624,0.0580738819497781,-0.3424420006037367,-0.059359538456420155,-1.4058927155193983,411,396,0.28437500000000004,-0.6499999999999999
"0:10.0,1:60.0,2:90.0,3:90.0,4:10.0,5:10.0",0.07267125530142447,-0.17886141371264344,0.07652384112501916,0.5184553295606088,0.08747894533382769,-1.4188384094052755,456,392,0.42500000000000004,-0.6333333333333333
"0:10.0,1:60.0,2:90.0,3:120.0,4:10.0,5:10.0",0.07204911980135524,-0.17534621787649352,0.09410541567001128,0.001512100439405265,0.0002676183706181798,-1.3956258940647388,457,396,0.4281250000000001,-0.6499999999999999
"0:10.0,1:60.0,2:90.0,3:150.0,4:10.0,5:10.0",0.06997834614372227,-0.1636459131388191,0.1075467765810083,-0.5154079912175041,-0.08701364276448396,-1.4185728773841546,450,401,0.40625,-0.6708333333333334
