motor_control,world_x,world_y,world_z,world_p,world_q,world_r,x_img,y_img,x_screen,y_screen
"0:30.0,1:120.0,2:10.0,3:90.0,4:10.0,5:10.0",0.07642600605071168,-0.061184210105076915,0.03176904042979126,0.8016962859716583,0.39270905405878626,-1.2160494236638641,363,381,0.1343749999999999,-0.5874999999999999
"0:30.0,1:120.0,2:10.0,3:120.0,4:10.0,5:10.0",0.07774319832981356,-0.06346908102939958,0.04951445637834262,0.3057530949663717,0.17181741033596648,-1.0743844267512683,366,383,0.14375000000000004,-0.5958333333333334
"0:30.0,1:120.0,2:10.0,3:150.0,4:10.0,5:10.0",0.07445268823441323,-0.057761189355239724,0.06620121560784575,-0.15128592537038493,-0.0866640398335271,-1.0544193976761516,363,389,0.1343749999999999,-0.6208333333333333
"0:30.0,1:120.0,2:10.0,3:170.0,4:10.0,5:10.0",0.0700913066211062,-0.05019570768927043,0.07447656661677864,-0.46330934122342204,-0.25215359526545916,-1.1076269792048536,357,394,0.11562500000000009,-0.6416666666666666
"0:30.0,1:120.0,2:30.0,3:60.0,4:10.0,5:10.0",0.08886600661690039,-0.08276328860649668,0.05953060627821517,0.9847504005284397,0.4477546158667584,-1.2909330020434049,381,377,0.19062500000000004,-0.5708333333333333
"0:30.0,1:120.0,2:30.0,3:90.0,4:10.0,5:10.0",0.0917137145537292,-0.08770307239436835,0.07654074181158312,0.46535807060105605,0.25314362043712396,-1.1081390990016762,386,378,0.20625000000000004,-0.575
"0:30.0,1:120.0,2:30.0,3:120.0,4:10.0,5:10.0",0.08993228983786937,-0.08461291949740375,0.09412291741311646,0.0014762966109733344,0.0008510613449136322,-1.0478478789096386,385,382,0.203125,-0.5916666666666666
"0:30.0,1:120.0,2:30.0,3:150.0,4:10.0,5:10.0",0.08399903784837029,-0.07432078890072001,0.10756627957610179,-0.46220912137651315,-0.25162129899738866,-1.107352768858948,379,390,0.18437499999999996,-0.625
"0:30.0,1:120.0,2:30.0,3:170.0,4:10.0,5:10.0",0.07849039200406258,-0.06476520242961702,0.11237098403021013,-0.7994467275925595,-0.3919380713070756,-1.215189335078334,371,395,0.15937500000000004,-0.6458333333333333
"0:30.0,1:120.0,2:60.0,3:30.0,4:10.0,5:10.0",0.09726673233062741,-0.097335628750776,0.12202998046106564,0.9847504005284391,0.4477546158667586,-1.2909330020434047,399,382,0.24687499999999996,-0.5916666666666666
"0:30.0,1:120.0,2:60.0,3:60.0,4:10.0,5:10.0",0.10011461945842144,-0.10227572337270943,0.13904593727343506,0.4652025303679073,0.2530685107969087,-1.1081001498192533,405,384,0.265625,-0.6000000000000001
"0:30.0,1:120.0,2:60.0,3:90.0,4:10.0,5:10.0",0.09833171582579583,-0.09918300506902972,0.15662751750272055,0.0013303672653755686,0.0007669355022172132,-1.0478477608530408,404,389,0.26249999999999996,-0.6208333333333333
"0:30.0,1:120.0,2:60.0,3:120.0,4:10.0,5:10.0",0.09239733298287157,-0.08888891283458718,0.17006887841486185,-0.4623646974920786,-0.2516965947073161,-1.1073915090219622,397,397,0.2406250000000001,-0.6541666666666666
"0:30.0,1:120.0,2:60.0,3:150.0,4:10.0,5:10.0",0.08390149255937905,-0.07415158171803536,0.17576863145292798,-0.9812976141841471,-0.446857377002995,-1.2894395388662652,385,406,0.203125,-0.6916666666666667
"0:30.0,1:120.0,2:90.0,3:10.0,4:10.0,5:10.0",0.09038572035541036,-0.08539946389353567,0.18989636934705176,0.8016962859716584,0.3927090540587868,-1.2160494236638641,396,405,0.23750000000000004,-0.6875
"0:30.0,1:120.0,2:90.0,3:30.0,4:10.0,5:10.0",0.09178289026020814,-0.08782306820890994,0.201555573583517,0.46535807060105594,0.25314362043712396,-1.1081390990016757,400,406,0.25,-0.6916666666666667
"0:30.0,1:120.0,2:90.0,3:60.0,4:10.0,5:10.0",0.09000016581854763,-0.08473066073929206,0.2191429750918041,0.0013303672653753765,0.0007669355022173241,-1.047847760853041,400,413,0.25,-0.7208333333333334
"0:30.0,1:120.0,2:90.0,3:90.0,4:10.0,5:10.0",0.08406578060419646,-0.07443656439124759,0.23258433914954818,-0.46236484927645133,-0.25169666816362535,-1.1073915468234798,392,423,0.2250000000000001,-0.7625
"0:30.0,1:120.0,2:90.0,3:120.0,4:10.0,5:10.0",0.0755699397101294,-0.05969923245841265,0.23828408939251397,-0.9812977894158605,-0.4468574226761709,-1.2894396145897842,378,433,0.1812499999999999,-0.8041666666666667
"0:30.0,1:120.0,2:120.0,3:10.0,4:10.0,5:10.0",0.06887666327447574,-0.048088723530530494,0.25344150973823376,0.3057530949663716,0.17181741033596687,-1.074384426751268,368,446,0.1499999999999999,-0.8583333333333334
"0:30.0,1:120.0,2:120.0,3:30.0,4:10.0,5:10.0",0.06717521618431173,-0.04513730402461745,0.26493747362768094,0.001476296610973471,0.0008510613449134251,-1.0478478789096386,366,452,0.14375000000000004,-0.8833333333333333
"0:30.0,1:120.0,2:120.0,3:60.0,4:10.0,5:10.0",0.06123953361558679,-0.03484095721752173,0.27838406044657615,-0.46236469749207854,-0.25169659470731603,-1.1073915090219622,356,463,0.11250000000000004,-0.9291666666666667
"0:30.0,1:120.0,2:120.0,3:90.0,4:10.0,5:10.0",0.052743690350092895,-0.020103621171084888,0.2840838138351444,-0.9812977894158605,-0.44685742267617073,-1.2894396145897842,338,471,0.05624999999999991,-0.9624999999999999
"0:30.0,1:150.0,2:10.0,3:60.0,4:10.0,5:10.0",0.08032423955658093,-0.0679462907330059,0.05551199394717138,0.80169645293276,0.39270911119612995,-1.216049487558654,370,382,0.15625,-0.5916666666666666
"0:30.0,1:150.0,2:10.0,3:90.0,4:10.0,5:10.0",0.08164143296925366,-0.07023116362368041,0.07325741512039284,0.3057530951095917,0.17181741041239956,-1.0743844267757547,373,385,0.1656249999999999,-0.6041666666666667
"0:30.0,1:150.0,2:10.0,3:120.0,4:10.0,5:10.0",0.07835092287353666,-0.0645232719489713,0.08994417435542175,-0.15128592537038427,-0.08666403983352727,-1.054419397676152,369,391,0.15312499999999996,-0.6291666666666667
"0:30.0,1:150.0,2:10.0,3:150.0,4:10.0,5:10.0",0.07133434911523995,-0.052351954501226296,0.10110133088904942,-0.6282375598145943,-0.3266725251810773,-1.1548267874753035,361,398,0.12812500000000004,-0.6583333333333334
"0:30.0,1:150.0,2:10.0,3:170.0,4:10.0,5:10.0",0.06549079421421919,-0.04221541718633476,0.1039018797850036,-0.9823871406479453,-0.4471410861463621,-1.2899104993031758,353,404,0.10312499999999991,-0.6833333333333333
"0:30.0,1:150.0,2:30.0,3:30.0,4:10.0,5:10.0",0.08263317249722812,-0.07195148710866017,0.09273853940701933,0.9849299965234735,0.4478011372337582,-1.291010760564472,375,388,0.171875,-0.6166666666666667
"0:30.0,1:150.0,2:30.0,3:60.0,4:10.0,5:10.0",0.08548249106909529,-0.07689406478868205,0.10975353549164138,0.46535822264710686,0.25314369385514257,-1.1081391370814055,381,389,0.19062500000000004,-0.6208333333333333
"0:30.0,1:150.0,2:30.0,3:90.0,4:10.0,5:10.0",0.08370106652987479,-0.07380391219812552,0.12733571677856032,0.001476296750007165,0.0008510614250638116,-1.0478478789097574,380,395,0.1875,-0.6458333333333333
"0:30.0,1:150.0,2:30.0,3:120.0,4:10.0,5:10.0",0.07776781453913771,-0.06351178159929423,0.14077907894652503,-0.4622091213765128,-0.251621298997389,-1.1073527688589484,372,403,0.1625000000000001,-0.6791666666666667
"0:30.0,1:150.0,2:30.0,3:150.0,4:10.0,5:10.0",0.06927245373362433,-0.048775282453285135,0.1464816972345654,-0.9811181807638778,-0.4468106013466788,-1.289362003436223,360,411,0.125,-0.7124999999999999
"0:30.0,1:150.0,2:60.0,3:10.0,4:10.0,5:10.0",0.07575378697613311,-0.06001814358418303,0.16063082667341425,0.8016964529327595,0.3927091111961298,-1.2160494875586538,371,410,0.15937500000000004,-0.7083333333333333
"0:30.0,1:150.0,2:60.0,3:30.0,4:10.0,5:10.0",0.07715095783878367,-0.062441749561099366,0.1722900304497104,0.4653582226471066,0.25314369385514246,-1.1081391370814053,374,412,0.16874999999999996,-0.7166666666666666
"0:30.0,1:150.0,2:60.0,3:60.0,4:10.0,5:10.0",0.07536823484200256,-0.05934934459784506,0.1898774325451518,0.0013305097744925698,0.0007670176563692457,-1.0478477609623411,373,418,0.1656249999999999,-0.7416666666666667
"0:30.0,1:150.0,2:60.0,3:90.0,4:10.0,5:10.0",0.06943385073191644,-0.049055250165316464,0.20331879855743196,-0.46236469734385116,-0.25169659463558147,-1.1073915089850461,365,428,0.140625,-0.7833333333333334
"0:30.0,1:150.0,2:60.0,3:120.0,4:10.0,5:10.0",0.06093801030610789,-0.03431791904474761,0.2090185515985699,-0.9812976141841464,-0.44685737700299477,-1.2894395388662645,351,437,0.09687500000000004,-0.8208333333333333
"0:30.0,1:150.0,2:90.0,3:10.0,4:10.0,5:10.0",0.054244725912046036,-0.02270739631179275,0.22417599009684464,0.30575309510959175,0.17181741041240017,-1.0743844267757552,341,449,0.06562500000000004,-0.8708333333333333
"0:30.0,1:150.0,2:90.0,3:30.0,4:10.0,5:10.0",0.05254327882280329,-0.0197559768074779,0.23567195398683838,0.001476296750007263,0.0008510614250642041,-1.0478478789097567,338,455,0.05624999999999991,-0.8958333333333333
"0:30.0,1:150.0,2:90.0,3:60.0,4:10.0,5:10.0",0.046607596255156376,-0.009459630002251515,0.249118540807641,-0.4623646973438513,-0.2516965946355816,-1.1073915089850463,329,466,0.028124999999999956,-0.9416666666666667
"0:30.0,1:170.0,2:10.0,3:30.0,4:10.0,5:10.0",0.07789283816366174,-0.06372865414633133,0.06683313526484058,0.9836602319834206,0.44747191102570744,-1.2904611605195766,367,386,0.1468750000000001,-0.6083333333333334
"0:30.0,1:170.0,2:10.0,3:60.0,4:10.0,5:10.0",0.08073203315337665,-0.06865367092892269,0.08385491436422732,0.46425744066782576,0.25261194272439313,-1.1078637309879051,372,387,0.1625000000000001,-0.6125
"0:30.0,1:170.0,2:10.0,3:90.0,4:10.0,5:10.0",0.07894015092018969,-0.06554537787303026,0.10143283482055615,0.0004444186616706821,0.00025620037943212677,-1.047847307630114,371,393,0.15937500000000004,-0.6375
"0:30.0,1:170.0,2:10.0,3:120.0,4:10.0,5:10.0",0.07299890620337385,-0.05523938267165572,0.11486203777353113,-0.4633093412234221,-0.2521535952654589,-1.1076269792048536,364,400,0.13749999999999996,-0.6666666666666667
"0:30.0,1:170.0,2:10.0,3:150.0,4:10.0,5:10.0",0.06450015915736343,-0.04049700957498848,0.12054439219418019,-0.9823871406479456,-0.4471410861463622,-1.2899104993031758,352,409,0.10000000000000009,-0.7041666666666666
"0:30.0,1:170.0,2:30.0,3:10.0,4:10.0,5:10.0",0.07415714038147861,-0.057248516523325715,0.10942442973970523,0.9836602319834205,0.447471911025707,-1.2904611605195762,365,398,0.140625,-0.6583333333333334
"0:30.0,1:170.0,2:30.0,3:30.0,4:10.0,5:10.0",0.07654608090770754,-0.061392498260018316,0.12041912680584055,0.630542352418822,0.3276356937946416,-1.1555674315452933,369,399,0.15312499999999996,-0.6625000000000001
"0:30.0,1:170.0,2:30.0,3:60.0,4:10.0,5:10.0",0.07631872765479218,-0.06099811936380703,0.13835932072874305,0.15322146707273795,0.0877585738616342,-1.0545879849780047,370,403,0.15625,-0.6791666666666667
"0:30.0,1:170.0,2:30.0,3:90.0,4:10.0,5:10.0",0.07164277533767893,-0.05288696682945246,0.15366292454354624,-0.3037749051129862,-0.17076117352244405,-1.0740472383714412,364,411,0.13749999999999996,-0.7124999999999999
"0:30.0,1:170.0,2:30.0,3:120.0,4:10.0,5:10.0",0.06377175520592732,-0.039233481815079255,0.16223525251650073,-0.7994467275925593,-0.39193807130707575,-1.215189335078334,353,420,0.10312499999999991,-0.75
"0:30.0,1:170.0,2:60.0,3:10.0,4:10.0,5:10.0",0.05848972429176016,-0.030070993506721738,0.1795124820061559,0.46425744066782576,0.25261194272439313,-1.1078637309879051,346,430,0.08125000000000004,-0.7916666666666667
"0:30.0,1:170.0,2:60.0,3:30.0,4:10.0,5:10.0",0.05781211657535872,-0.028895579564611848,0.19142559389580707,0.15322146707273784,0.08775857386163383,-1.0545879849780042,345,435,0.078125,-0.8125
"0:30.0,1:170.0,2:60.0,3:60.0,4:10.0,5:10.0",0.05313405266490464,-0.02078076414951835,0.20673321523406257,-0.3039250291494305,-0.17084136746532014,-1.0740727552564324,339,444,0.059374999999999956,-0.8500000000000001
"0:30.0,1:170.0,2:60.0,3:90.0,4:10.0,5:10.0",0.04526230942752373,-0.007126024798132943,0.21530289240875317,-0.7996175908504021,-0.39199671063080116,-1.2152546060964289,326,455,0.018750000000000044,-0.8958333333333333
"0:30.0,1:170.0,2:90.0,3:10.0,4:10.0,5:10.0",0.02742725841458888,0.023811591630185563,0.22450703275385014,0.00044441866167077793,0.0002562003794320712,-1.0478473076301131,296,471,-0.07499999999999996,-0.9624999999999999
"0:30.0,1:170.0,2:90.0,3:30.0,4:10.0,5:10.0",0.023865580614261146,0.02998986505075775,0.23414582800197561,-0.3037749051129865,-0.17076117352244452,-1.0740472383714412,288,475,-0.09999999999999998,-0.9791666666666667
"0:60.0,1:10.0,2:120.0,3:150.0,4:10.0,5:10.0",0.20152317457257377,-0.09220738290526088,0.010846895874295048,-0.08783359736279725,-0.1506133564044063,-0.5307265378829238,384,289,0.19999999999999996,-0.2041666666666666
"0:60.0,1:10.0,2:120.0,3:170.0,4:10.0,5:10.0",0.19396269703814084,-0.08783733234876333,0.01912224688322819,-0.2809386735278983,-0.44725509076654335,-0.5883910374921032,381,295,0.19062500000000004,-0.22916666666666674
"0:60.0,1:10.0,2:150.0,3:60.0,4:10.0,5:10.0",0.23706607803518587,-0.11275162556043544,0.029423193839435716,0.5380430584135385,0.7253531951018495,-0.7325759037574953,400,266,0.25,-0.10833333333333339
"0:60.0,1:10.0,2:150.0,3:90.0,4:10.0,5:10.0",0.23934943961369154,-0.11407143710559378,0.04716861501265712,0.18034854405417344,0.3009033240794426,-0.5515082793515153,403,263,0.2593749999999999,-0.09583333333333344
"0:60.0,1:10.0,2:150.0,3:120.0,4:10.0,5:10.0",0.23364532338144428,-0.11077438659502432,0.06385537424768584,-0.08783359736279704,-0.15061335640440643,-0.5307265378829236,402,268,0.2562500000000001,-0.1166666666666667
"0:60.0,1:10.0,2:150.0,3:150.0,4:10.0,5:10.0",0.22148205656103176,-0.10374386627467477,0.0750125307813136,-0.3972891446626218,-0.5898907096837069,-0.6462552487690357,398,278,0.2437499999999999,-0.15833333333333344
"0:60.0,1:10.0,2:150.0,3:170.0,4:10.0,5:10.0",0.21135222398329964,-0.09788869637410387,0.07781307967726774,-0.7135283791801409,-0.8473810370672923,-0.8571733762180006,394,286,0.23124999999999996,-0.19166666666666665
"0:60.0,1:10.0,2:170.0,3:30.0,4:10.0,5:10.0",0.2410884317866006,-0.1150765963271346,0.06683304338859708,0.7148938686596494,0.8481625077545223,-0.858197231231151,406,263,0.26875000000000004,-0.09583333333333344
"0:60.0,1:10.0,2:170.0,3:60.0,4:10.0,5:10.0",0.24601019095349644,-0.11792143467078511,0.08385482248798364,0.28157058403701674,0.4481085757055259,-0.5886645770375615,410,260,0.28125,-0.08333333333333326
"0:60.0,1:10.0,2:170.0,3:90.0,4:10.0,5:10.0",0.24290395385490868,-0.11612599078520242,0.10143274294431245,0.00025670964397218833,0.00044412468965994396,-0.5240953668206836,411,263,0.28437500000000004,-0.09583333333333344
"0:60.0,1:10.0,2:170.0,3:120.0,4:10.0,5:10.0",0.23260477547734992,-0.11017293689471257,0.11486194589728768,-0.28093867352789814,-0.4472550907665434,-0.588391037492103,408,271,0.2749999999999999,-0.12916666666666665
"0:60.0,1:10.0,2:170.0,3:150.0,4:10.0,5:10.0",0.21787215361363832,-0.10165729723028964,0.12054430031793667,-0.7135283791801413,-0.8473810370672923,-0.8571733762180007,402,284,0.2562500000000001,-0.18333333333333335
"0:60.0,1:30.0,2:90.0,3:120.0,4:10.0,5:10.0",0.18359213482358908,-0.08184301770785318,0.0014942806827501088,0.28230461944047597,0.4490989206450314,-0.5889829340119186,375,303,0.171875,-0.26249999999999996
"0:60.0,1:30.0,2:90.0,3:150.0,4:10.0,5:10.0",0.18050402588740222,-0.08005805212682535,0.0190764562793041,0.0008527539741496285,0.0014753197295095679,-0.52409593885767,376,304,0.17500000000000004,-0.2666666666666666
"0:60.0,1:30.0,2:90.0,3:170.0,4:10.0,5:10.0",0.17431389096052885,-0.07648007673323748,0.028752194928422584,-0.17913294805628535,-0.299014801663056,-0.5511490935112985,374,309,0.16874999999999996,-0.2875000000000001
"0:60.0,1:30.0,2:120.0,3:60.0,4:10.0,5:10.0",0.2183128060492527,-0.10191199984829527,0.03018248402156118,0.7160647382739505,0.8488307606350103,-0.8590757199963784,392,279,0.2250000000000001,-0.1625000000000001
"0:60.0,1:30.0,2:120.0,3:90.0,4:10.0,5:10.0",0.2232493224539036,-0.10476536805990325,0.047192619554929024,0.28230461944047613,0.4490989206450313,-0.5889829340119184,396,275,0.23750000000000004,-0.14583333333333326
"0:60.0,1:30.0,2:120.0,3:120.0,4:10.0,5:10.0",0.22016121351557028,-0.10298040247763487,0.06477479515646234,0.0008527538938401004,0.0014753195905683827,-0.5240959388575513,397,278,0.2406250000000001,-0.15833333333333344
"0:60.0,1:30.0,2:120.0,3:150.0,4:10.0,5:10.0",0.2098758905720633,-0.09703535720128513,0.07821815731944777,-0.2802058357887069,-0.44626421824546025,-0.5880744181972218,394,287,0.23124999999999996,-0.1958333333333333
"0:60.0,1:30.0,2:120.0,3:170.0,4:10.0,5:10.0",0.20032662457250788,-0.09151576204271858,0.08302286177355601,-0.5360642676330184,-0.723703847893571,-0.7312643952353874,390,295,0.21875,-0.22916666666666674
"0:60.0,1:30.0,2:150.0,3:30.0,4:10.0,5:10.0",0.2328726948813824,-0.11032779766049527,0.09265593677617977,0.7162577690244789,0.8489407669436895,-0.8592205981768647,405,270,0.265625,-0.125
"0:60.0,1:30.0,2:150.0,3:60.0,4:10.0,5:10.0",0.237812003330184,-0.11318277970853592,0.10967093286080191,0.2823047208779096,0.4490990574224536,-0.5889829780513905,410,267,0.28125,-0.11250000000000004
"0:60.0,1:30.0,2:150.0,3:90.0,4:10.0,5:10.0",0.23472389469805638,-0.11139781430325829,0.12725311414772078,0.0008527539741500425,0.0014753197295093987,-0.5240959388576696,411,270,0.28437500000000004,-0.125
"0:60.0,1:30.0,2:150.0,3:120.0,4:10.0,5:10.0",0.22443857175240287,-0.10545276902566797,0.14069647631568538,-0.2802058357887071,-0.44626421824546,-0.5880744181972216,408,279,0.2749999999999999,-0.1625000000000001
"0:60.0,1:30.0,2:150.0,3:150.0,4:10.0,5:10.0",0.20971181995406815,-0.09694052233243658,0.14639909460372574,-0.7121692946175955,-0.8466009359230728,-0.8561550260929224,401,292,0.25312500000000004,-0.21666666666666656
"0:60.0,1:30.0,2:170.0,3:10.0,4:10.0,5:10.0",0.22641665008026743,-0.10659612303447305,0.13543053534035768,0.7148938686596491,0.8481625077545214,-0.8581972312311501,408,278,0.2749999999999999,-0.15833333333333344
"0:60.0,1:30.0,2:170.0,3:30.0,4:10.0,5:10.0",0.23055789081108302,-0.10898981196190999,0.1464252324064929,0.39902014196808017,0.591794568306532,-0.6472195204762448,411,275,0.28437500000000004,-0.14583333333333326
"0:60.0,1:30.0,2:170.0,3:60.0,4:10.0,5:10.0",0.23016377277385525,-0.10876200680806204,0.16436542632939555,0.0889690283900784,0.1525254474868965,-0.530897976400133,414,276,0.29374999999999996,-0.1499999999999999
"0:60.0,1:30.0,2:170.0,3:90.0,4:10.0,5:10.0",0.22205798530097098,-0.10407676028819626,0.17966903014419877,-0.179132948056285,-0.2990148016630566,-0.5511490935112988,412,284,0.2875000000000001,-0.18333333333333335
"0:60.0,1:30.0,2:170.0,3:120.0,4:10.0,5:10.0",0.20841353128263543,-0.09619009524562734,0.18824135811715326,-0.5360642676330188,-0.7237038478935713,-0.7312643952353876,406,297,0.26875000000000004,-0.23750000000000004
"0:60.0,1:60.0,2:10.0,3:150.0,4:10.0,5:10.0",0.0648323948026441,-0.013198402919364253,0.009996683176472357,0.5380430584135387,0.7253531951018496,-0.7325759037574955,328,384,0.02499999999999991,-0.6000000000000001
"0:60.0,1:60.0,2:10.0,3:170.0,4:10.0,5:10.0",0.0672565780906161,-0.01459961117352817,0.02169709118435144,0.28157058403701674,0.4481085757055263,-0.5886645770375613,330,383,0.03125,-0.5958333333333334
"0:60.0,1:60.0,2:30.0,3:150.0,4:10.0,5:10.0",0.10412150855484562,-0.03590800196720161,0.014127215443570235,0.28230472087790975,0.44909905742245354,-0.588982978051391,344,359,0.07499999999999996,-0.49583333333333335
"0:60.0,1:60.0,2:30.0,3:170.0,4:10.0,5:10.0",0.10294905246872883,-0.035230307688201776,0.02608153156480432,0.0889690283900787,0.152525447486897,-0.5308979764001335,344,360,0.07499999999999996,-0.5
"0:60.0,1:60.0,2:60.0,3:90.0,4:10.0,5:10.0",0.15332977819083682,-0.06435099715205989,0.013806681447953495,0.7158717559355163,0.8487207359550737,-0.8589308921821002,364,323,0.13749999999999996,-0.34583333333333344
"0:60.0,1:60.0,2:60.0,3:120.0,4:10.0,5:10.0",0.15826381358809727,-0.06720293131037179,0.030817771480143807,0.28220085585020777,0.4489589951012002,-0.5889378911755626,367,321,0.1468750000000001,-0.3374999999999999
"0:60.0,1:60.0,2:60.0,3:150.0,4:10.0,5:10.0",0.15517314314056474,-0.06541648514375527,0.04839934660621843,0.0007685429062395582,0.0013296293270646626,-0.5240958207538302,367,325,0.1468750000000001,-0.35416666666666674
"0:60.0,1:60.0,2:60.0,3:170.0,4:10.0,5:10.0",0.14898159863862037,-0.061837694998149964,0.058073881970266715,-0.1792251649599653,-0.29915815965799036,-0.5511762649790743,365,331,0.140625,-0.37916666666666665
"0:60.0,1:60.0,2:90.0,3:60.0,4:10.0,5:10.0",0.1929803163558884,-0.08726950403003826,0.05951274543761406,0.7158717559355167,0.8487207359550734,-0.8589308921821003,384,299,0.19999999999999996,-0.24583333333333335
"0:60.0,1:60.0,2:90.0,3:90.0,4:10.0,5:10.0",0.19791435205608254,-0.09012143836344955,0.07652384115467664,0.28220075452541526,0.44895885845310357,-0.5889378471977786,388,296,0.2124999999999999,-0.2333333333333334
"0:60.0,1:60.0,2:90.0,3:120.0,4:10.0,5:10.0",0.19482367910496978,-0.08833499074973261,0.09410541569908971,0.0007684605885751555,0.0013294869123351804,-0.5240958206443843,388,300,0.2124999999999999,-0.25
"0:60.0,1:60.0,2:90.0,3:150.0,4:10.0,5:10.0",0.18453639582522874,-0.08238881237452617,0.1075467766081592,-0.28030943226034444,-0.4464043611922914,-0.5881191368410215,385,309,0.203125,-0.2875000000000001
"0:60.0,1:60.0,2:90.0,3:170.0,4:10.0,5:10.0",0.17498642927799607,-0.07686881229064188,0.11234962313461792,-0.5362143954890316,-0.7238292184206937,-0.7313638116568169,381,318,0.19062500000000004,-0.32499999999999996
"0:60.0,1:60.0,2:120.0,3:30.0,4:10.0,5:10.0",0.20753109431025873,-0.09568003564096436,0.12198903003295064,0.7160647382739499,0.8488307606350103,-0.8590757199963778,397,292,0.2406250000000001,-0.21666666666666656
"0:60.0,1:60.0,2:120.0,3:60.0,4:10.0,5:10.0",0.2124679213433725,-0.09853358339970816,0.13900498684532042,0.28220085585020777,0.44895899510119985,-0.5889378911755622,402,289,0.2562500000000001,-0.2041666666666666
"0:60.0,1:60.0,2:120.0,3:90.0,4:10.0,5:10.0",0.20937724869519353,-0.0967471359610906,0.15658656707460575,0.0007684605885746975,0.0013294869123351882,-0.524095820644384,402,293,0.2562500000000001,-0.22083333333333344
"0:60.0,1:60.0,2:120.0,3:120.0,4:10.0,5:10.0",0.19908996541143792,-0.09080095758356355,0.17002792798674712,-0.280309432359052,-0.4464043613258101,-0.5881191368836359,399,303,0.24687499999999996,-0.26249999999999996
"0:60.0,1:60.0,2:120.0,3:150.0,4:10.0,5:10.0",0.18436238219286144,-0.08228823031903586,0.1757276810248131,-0.7123613523702438,-0.8467113143859797,-0.8562988906612069,392,317,0.2250000000000001,-0.3208333333333333
"0:60.0,1:60.0,2:150.0,3:10.0,4:10.0,5:10.0",0.1956028314608098,-0.08878535055449643,0.18985539587111394,0.5380430584135386,0.7253531951018493,-0.7325759037574949,400,309,0.25,-0.2875000000000001
"0:60.0,1:60.0,2:150.0,3:30.0,4:10.0,5:10.0",0.19802483436159046,-0.0901852985175986,0.20151459964741028,0.2823047208779093,0.44909905742245315,-0.5889829780513899,402,308,0.2562500000000001,-0.28333333333333344
"0:60.0,1:60.0,2:150.0,3:60.0,4:10.0,5:10.0",0.19493447484658014,-0.088399032073868,0.2191020017428514,0.0007685429062394446,0.0013296293270650954,-0.5240958207538303,403,313,0.2593749999999999,-0.3041666666666667
"0:60.0,1:60.0,2:150.0,3:90.0,4:10.0,5:10.0",0.1846471893661928,-0.08245285242666058,0.23254336775513165,-0.28030943226034444,-0.4464043611922915,-0.5881191368410214,400,325,0.25,-0.35416666666666674
"0:60.0,1:60.0,2:150.0,3:120.0,4:10.0,5:10.0",0.1699196061436016,-0.0739401251598122,0.2382431207962695,-0.712361352370244,-0.8467113143859794,-0.8562988906612071,392,340,0.2250000000000001,-0.41666666666666674
"0:60.0,1:60.0,2:170.0,3:10.0,4:10.0,5:10.0",0.1739126903166286,-0.07624817774419011,0.23482575943534773,0.2815705840370172,0.44810857570552537,-0.5886645770375608,394,336,0.23124999999999996,-0.3999999999999999
"0:60.0,1:60.0,2:170.0,3:30.0,4:10.0,5:10.0",0.17273805384332064,-0.07556922317412855,0.24673887132499905,0.08896902839007832,0.1525254474868964,-0.5308979764001326,395,339,0.234375,-0.4125000000000001
"0:60.0,1:60.0,2:170.0,3:60.0,4:10.0,5:10.0",0.16462860591248257,-0.07088186086379267,0.26204649266325436,-0.17922516495996554,-0.2991581596579904,-0.5511762649790743,392,350,0.2250000000000001,-0.45833333333333326
"0:60.0,1:60.0,2:170.0,3:90.0,4:10.0,5:10.0",0.15098289838680679,-0.06299447127830621,0.27061616983794506,-0.5362143954890316,-0.723829218420694,-0.7313638116568169,385,366,0.203125,-0.5249999999999999
"0:60.0,1:90.0,2:10.0,3:120.0,4:10.0,5:10.0",0.08601318386329795,-0.025441163856096554,0.01510937442438924,0.5380429113919271,0.7253530728084031,-0.7325758062233991,337,371,0.05312500000000009,-0.5458333333333334
"0:60.0,1:90.0,2:10.0,3:150.0,4:10.0,5:10.0",0.08829654347730134,-0.026760974265748035,0.03285479036741498,0.18034854405417317,0.30090332407944215,-0.5515082793515151,338,372,0.05624999999999991,-0.55
"0:60.0,1:90.0,2:10.0,3:170.0,4:10.0,5:10.0",0.08533112808817989,-0.025046927089170903,0.04438769765840159,0.00025670964397235963,0.0004441246896597256,-0.5240953668206836,337,376,0.05312500000000009,-0.5666666666666667
"0:60.0,1:90.0,2:30.0,3:90.0,4:10.0,5:10.0",0.11868579679190108,-0.0443263426904556,0.024529148846900523,0.7160645499749978,0.848830653302862,-0.8590755786764748,350,350,0.09375,-0.45833333333333326
"0:60.0,1:90.0,2:30.0,3:120.0,4:10.0,5:10.0",0.1236223104726588,-0.047179709327619265,0.04153927963245502,0.2823046194404759,0.44909892064503126,-0.5889829340119185,353,348,0.10312499999999991,-0.44999999999999996
"0:60.0,1:90.0,2:30.0,3:150.0,4:10.0,5:10.0",0.12053420153647194,-0.045394743746591505,0.059121455229008996,0.0008527539741497931,0.001475319729509754,-0.5240959388576698,353,353,0.10312499999999991,-0.47083333333333344
